label,path
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g10_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g16_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g24_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g08_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g02_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g18_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g06_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g19_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g25_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g15_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g24_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g07_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g12_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g05_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g09_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g01_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g22_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g14_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g12_c06
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g21_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g17_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g21_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g09_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g11_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g23_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g15_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g01_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g11_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g04_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g01_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g17_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g20_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g14_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g19_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g08_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g03_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g20_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g20_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g03_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g25_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g05_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g10_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g05_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g07_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g22_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g09_c06
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g17_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g23_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g04_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g09_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g13_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g23_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g18_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g15_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g23_c06
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g07_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g13_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g08_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g23_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g07_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g18_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g01_c06
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g12_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g08_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g18_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g20_c06
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g14_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g03_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g01_c07
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g10_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g03_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g02_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g20_c07
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g10_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g17_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g06_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g23_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g21_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g14_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g02_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g01_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g25_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g22_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g19_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g17_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g13_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g24_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g25_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g02_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g25_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g13_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g22_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g12_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g14_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g16_c05
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g11_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g15_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g13_c06
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g22_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g09_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g06_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g05_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g16_c04
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g20_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g12_c02
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g08_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g06_c01
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g04_c03
18,/home/tony/motion_research/Motion_recognition_tf/dataset/HulaHoop/v_HulaHoop_g16_c03
